trip_id,created_at,route_type,origin_center,origin_name,dest_center,dest_name,dispatch_time,delivery_time,osrm_distance_km,osrm_time_min,actual_time_min,vehicle_reg,driver_id,client,status,billed_amount
trip-153695902775594396,2018-09-14 21:03:47.756356,Carting,IND560099AAB,Bengaluru_Bomsndra_HB (Karnataka),IND560043AAC,HBR Layout PC (Karnataka),2018-09-14 21:03:47.756356,2018-09-14 22:53:18.288361,14.6612,18.0,29.0,CH81AQ4130,DRV-054,Internal,COMPLETED,20148.0
trip-153757140377493194,2018-09-21 23:10:03.775189,FTL,IND201301AAF,Noida_Sec 02_DPC (Uttar Pradesh),IND203205AAA,Sikandrabd_GTRoad_D (Uttar Pradesh),2018-09-21 23:10:03.775189,2018-09-22 03:06:06.304175,38.7826,37.0,62.0,DL64IB1058,DRV-030,Vertex Retail,COMPLETED,68535.0
trip-153723664501958245,2018-09-18 02:10:45.019809,Carting,IND600056AAB,MAA_Poonamallee_HB (Tamil Nadu),IND600032AAB,Chennai_Hub (Tamil Nadu),2018-09-18 05:43:13.908738,2018-09-18 02:10:45.019809,10.8597,11.0,41.0,DL82GO5198,DRV-031,Apex Chemicals,COMPLETED,46562.0
trip-153746393090658587,2018-09-20 17:18:50.906835,FTL,IND575004AAB,Mangalore_Kuntikna_H (Karnataka),IND574117AAA,Uchila_Busstand_D (Karnataka),2018-09-20 17:18:50.906835,2018-09-21 01:42:42.631552,30.262,27.0,64.0,hr70zz3780,DRV-016,Internal,COMPLETED,52023.0
trip-153696483007383137,2018-09-14 22:40:30.074258,FTL,IND641607AAA,Tirupur_Koliplm_I (Tamil Nadu),IND641062AAD,Coimbatore_Karayam_H (Tamil Nadu),2018-09-15 13:11:44.065815,2018-09-15 15:20:14.474301,26.8587,22.0,40.0,RJ34GX8933,DRV-030,Apex Chemicals,COMPLETED,68660.0
trip-153690817067386111,2018-09-14 06:56:10.674141,Carting,IND302014AAB,Jaipur_Central_I_7 (Rajasthan),IND302023AAA,Ambabadi_DC (Rajasthan),2018-09-14 06:56:10.674141,2018-09-14 08:22:33.721956,12.9928,12.0,37.0,UK29NF9548,DRV-023,Apex Chemicals,COMPLETED,9482.0
trip-153851997219397942,2018-10-02 22:39:32.194209,Carting,IND421302AAG,Bhiwandi_Mankoli_HB (Maharashtra),IND400015AAB,Mumbai_CotnGren_M (Maharashtra),2018-10-02 22:39:32.194209,2018-10-03 02:20:06.508340,12.3904,10.0,18.0,HR13HG1333,DRV-039,Orion Pharma,COMPLETED,24855.0
trip-153695838409780949,2018-09-14 20:53:04.098064,Carting,IND110037AAM,Delhi_Airport_H (Delhi),IND121004AAB,FBD_Balabhgarh_DPC (Haryana),2018-09-14 20:53:04.098064,2018-09-14 22:41:18.676766,13.4215,10.0,26.0,PB19SW4978,DRV-028,Orion Pharma,COMPLETED,80742.0
trip-153744075296068034,2018-09-20 10:52:32.960929,FTL,IND781018AAB,Guwahati_Hub (Assam),IND784125AAA,Mangaldoi_LNBRoad_D (Assam),2018-09-20 10:52:32.960929,2018-09-20 15:49:19.534854,26.2561,18.0,42.0,HR26EV8787,DRV-014,Orion Pharma,COMPLETED,29577.0
trip-153743249489165640,2018-09-20 08:34:54.891974,FTL,IND600056AAB,MAA_Poonamallee_HB (Tamil Nadu),IND632006AAA,Vellore_GndhiNgr_IP (Tamil Nadu),2018-09-20 08:34:54.891974,2018-09-20 19:30:10.026244,29.0005,27.0,31.0,CH40IK6238,DRV-005,Vertex Retail,COMPLETED,46262.0
trip-153851666714905640,2018-10-02 21:44:27.149320,FTL,IND470117AAA,Khurai_Talaiya_D (Madhya Pradesh),IND470227AAB,Rehli_Ward7DPP_D (Madhya Pradesh),2018-10-03 05:06:35.341542,2018-10-03 08:06:22.980379,23.6512,21.0,28.0,CH46GN6279,DRV-036,Vertex Retail,COMPLETED,41736.0
trip-153753704467372074,2018-09-21 13:37:24.673976,Carting,IND000000ACB,Gurgaon_Bilaspur_HB (Haryana),IND122001AAA,GGN_DPC (Haryana),2018-09-21 13:37:24.673976,2018-09-21 19:55:52.991911,11.0266,11.0,45.0,CH26LC5002,DRV-034,Internal,COMPLETED,81788.0
trip-153803674799495496,2018-09-27 08:25:47.995230,FTL,IND221313AAA,Varanasi_Central_H_4 (Uttar Pradesh),IND211002AAB,Allahabad_Central_H_1 (Uttar Pradesh),2018-09-27 08:25:47.995230,2018-09-28 01:03:24.854572,43.9094,31.0,97.0,CH 15 XO 9785,DRV-035,Vertex Retail,COMPLETED,27949.0
trip-153821961590888296,2018-09-29 11:13:35.909112,Carting,IND500010AAB,Hyderabad_Alwal_L (Telangana),IND501359AAE,Hyderabad_Shamshbd_H (Telangana),2018-09-29 11:13:35.909112,2018-09-29 17:03:12.862667,13.1825,10.0,18.0,CH-81-AQ-4130,DRV-010,Shakti Cement,COMPLETED,44538.0
trip-153723826972671937,2018-09-18 02:37:49.726958,FTL,IND532001AAB,Srikakulam_Kuslpram_I (Andhra Pradesh),IND532127AAA,Rajam_SamathBv_D (Andhra Pradesh),2018-09-18 02:37:49.726958+05:30,2018-09-18 05:14:32.940995,26.2785,24.0,42.0,HR16SP9238,DRV-033,Internal,COMPLETED,15122.0
trip-153764523680949417,2018-09-22 19:40:36.809852,Carting,IND000000ACB,Gurgaon_Bilaspur_HB (Haryana),IND110064AAA,Delhi_Mayapuri_PC (Delhi),2018-09-22 19:40:36.809852,2018-09-22 23:11:55.939848,13.1866,17.0,23.0,HR77LN6419,DRV-055,Internal,COMPLETED,60343.0
trip-153730452495634025,2018-09-18 21:02:04.956727,FTL,IND133004AAA,Ambala (Haryana),IND135001AAA,YamunaNagar_DC (Haryana),2018-09-19 00:02:53.164904,2018-09-19 02:42:42.168638,26.0115,20.0,42.0,DL64IB1058,DRV-004,Vertex Retail,COMPLETED,87049.0
trip-153726055772373184,2018-09-18 08:49:17.723962,FTL,IND501359AAE,Hyderabad_Shamshbd_H (Telangana),IND518002AAA,Kurnool_AbbasNgr_I (Andhra Pradesh),2018-09-18 08:49:17.723962,2018-09-18 15:49:46.790453,25.7688,18.0,32.0,HR26EV8787,DRV-011,Orion Pharma,COMPLETED,16376.0
trip-153757161556601013,2018-09-21 23:13:35.566255,FTL,IND454001AAA,Dhar_Trimurti_D (Madhya Pradesh),IND457001AAA,Ratlam_Khjurwli_DC (Madhya Pradesh),2018-09-22 02:44:49.115830,2018-09-22 04:57:34.771318,24.1804,25.0,26.0,UK69NX5397,DRV-007,Internal,COMPLETED,59100.0
trip-153798335888087079,2018-09-26 17:35:58.881127,FTL,IND562132AAA,Bangalore_Nelmngla_H (Karnataka),IND751002AAB,Bhubaneshwar_Hub (Orissa),2018-09-26 17:35:58.881127,2018-09-28 12:04:51.309113,28.5673,23.0,33.0,RJ68AX5315,DRV-016,Vertex Retail,COMPLETED,33305.0
trip-153791352764786878,2018-09-25 22:12:07.648221,FTL,IND332001AAB,Sikar_FatehpRd_I (Rajasthan),IND333042AAA,Nawalgarh_NavldiDPP_D (Rajasthan),2018-09-25 22:12:07.648221,2018-09-26 00:02:21.719451,24.1476,22.0,30.0,PB68LJ4728,DRV-010,Apex Chemicals,COMPLETED,44060.0
trip-153756553283430182,2018-09-21 21:32:12.834542,FTL,IND814112AAA,Deoghar_Barmasia_D (Jharkhand),IND814133AAB,Godda_Central_D_2 (Jharkhand),2018-09-22 03:16:34.153477,2018-09-22 06:59:29.701045,25.2006,18.0,52.0,UP21YH6085,DRV-013,Shakti Cement,COMPLETED,55838.0
trip-153802985132068030,2018-09-27 06:30:51.320968,Carting,IND411033AAA,Pune_Tathawde_H (Maharashtra),IND411036AAA,Pune_Mundhawa_L (Maharashtra),2018-09-27 06:30:51.320968,2018-09-27 10:20:32.753829,12.2957,15.0,48.0,HR13MS1444,DRV-012,Orion Pharma,COMPLETED,19866.0
trip-153778277205476211,2018-09-24 09:52:52.055150,Carting,IND562132AAA,Bangalore_Nelmngla_H (Karnataka),IND560058AAD,Bengaluru_Peenya_L (Karnataka),2018-09-24 09:52:52.055150,2018-09-24T14:41:09.623176Z,14.567,18.0,39.0,HR53AN9031,DRV-046,Apex Chemicals,COMPLETED,43665.0
trip-153706150616363973,2018-09-16 01:31:38.817170,FTL,IND570020AAA,Mysore_Yadvgiri_IP (Karnataka),IND571430AAA,Malavalli_SulthnRd_D (Karnataka),2018-09-16 01:31:38.817170,2018-09-16 04:49:38.706619,30.5753,28.0,46.0,UP40IM3144,DRV-049,Shakti Cement,COMPLETED,56402.0
trip-153680781179201418,2018-09-13 03:03:31.792304,FTL,IND174021AAA,Ghumarwin_Gndhichk_D (Himachal Pradesh),IND176048AAA,Jahu_Sulgwan_D (Himachal Pradesh),2018-09-13 04:05:25.879063,2018-09-13 05:06:36.167675,27.7555,26.0,60.0,RJ66RW8007,DRV-033,Internal,COMPLETED,13611.0
trip-153696432250150590,2018-09-14 22:32:02.501751,Carting,IND000000ACT,Delhi_Gateway_HB (Delhi),IND000000ACB,Gurgaon_Bilaspur_HB (Haryana),2018-09-14 22:32:02.501751,2018-09-15 00:23:45.147503,14.5703,14.0,17.0,dl30an8381,DRV-044,Internal,COMPLETED,25873.0
trip-153702612592030595,2018-09-15 15:41:58.693012,Carting,IND131028AAB,Sonipat_Kundli_H (Haryana),IND000000ACB,Gurgaon_Bilaspur_HB (Haryana),2018-09-15 15:41:58.693012,2018-09-15 22:14:36.868915,12.1476,13.0,37.0,pb84tb2343,DRV-020,Orion Pharma,COMPLETED,26491.0
trip-153732798083370144,2018-09-19 03:33:00.834083,Carting,IND562132AAA,Bangalore_Nelmngla_H (Karnataka),IND560048AAB,Bengaluru_Hoodi_IP (Karnataka),2018-09-19 03:33:00.834083,2018-09-19 06:17:57.952890,15.9843,19.0,18.0,HR-14-LS-3426,DRV-036,Internal,COMPLETED,43981.0
trip-153765140656265916,2018-09-22 21:23:26.563031,FTL,IND131028AAB,Sonipat_Kundli_H (Haryana),IND124507AAA,Bahadurgarh_DC (Haryana),2018-09-22 21:23:26.563031,2018-09-23 01:56:19.106375,28.2093,30.0,97.0,rj34gx8933,DRV-037,Internal,COMPLETED,34381.0
trip-153722360487036893,2018-09-17 22:33:24.870616,Carting,IND382430AAB,Ahmedabad_East_H_1 (Gujarat),IND380054AAA,AMD_Memnagar (Gujarat),2018-09-17 22:33:24.870616,2018-09-18 00:00:23.904679,11.4005,10.0,18.0,HR85RH4608,DRV-014,Vertex Retail,COMPLETED,60762.0
trip-153759127235780638,2018-09-22 04:41:12.358055,Carting,IND400072AAB,Mumbai Hub (Maharashtra),IND421302AAG,Bhiwandi_Mankoli_HB (Maharashtra),2018-09-22 04:41:12.358055,2018-09-22 08:31:58.179228,27.4739,21.0,179.0,UP86CM7252,DRV-037,Internal,COMPLETED,78987.0
trip-153687922883037620,2018-09-13 22:53:48.830607,FTL,IND507002AAA,Khammam_NSTRoad_I (Telangana),IND508206AAA,Kodad_VidyaNgr_D (Telangana),2018-09-13 22:53:48.830607,2018-09-14 01:17:08.560354,26.553,19.0,32.0,PB-53-GV-5325,DRV-006,Vertex Retail,COMPLETED,75075.0
trip-153678580087275989,2018-09-12 20:56:40.873104,FTL,IND518422AAB,Atmakur_IndraNgr_D (Andhra Pradesh),IND518102AAA,Srisailam_Sishumdr_D (Andhra Pradesh),2018-09-13 02:04:58.776735,2018-09-13T04:43:37.369336Z,44.3423,32.0,58.0,DL-30-JD-1420,DRV-057,Internal,COMPLETED,44675.0
trip-153741391826997672,2018-09-20 03:25:18.270260,Carting,IND560300AAA,Bengaluru_KGAirprt_HB (Karnataka),IND560058AAB,Bengaluru_Peenya_IP (Karnataka),2018-09-20 03:25:18.270260,2018-09-20 05:10:12.910721,15.27,17.0,40.0,RJ45BB5786,DRV-021,Apex Chemicals,COMPLETED,61335.0
trip-153753638578624222,2018-09-21 13:26:25.786573,Carting,IND400072AAB,Mumbai Hub (Maharashtra),IND421302AAG,Bhiwandi_Mankoli_HB (Maharashtra),2018-09-21 13:26:25.786573,2018-09-21 18:42:20.866473,12.6033,8.0,28.0,HR73CY1771,DRV-008,Internal,COMPLETED,69513.0
trip-153754741194792647,2018-09-21 16:30:11.948185,Carting,IND834002AAB,Ranchi_Hub (Jharkhand),IND827013AAA,Bokaro_KSClny_DC (Jharkhand),2018-09-21 16:30:11.948185,2018-09-22 01:31:08.616105,12.5351,8.0,22.0,UP13DI3925,DRV-005,Internal,COMPLETED,58487.0
trip-153859018004148694,2018-10-03 18:09:40.041725,FTL,IND110037AAM,Delhi_Airport_H (Delhi),IND811399AAA,Noida_Sector02_C (Uttar Pradesh),2018-10-03 18:09:40.041725,2018-10-03 22:40:28.330175,28.4909,33.0,44.0,CH74TG3504,DRV-035,Vertex Retail,COMPLETED,57105.0
trip-153798027580892241,2018-09-26 16:44:35.809165,Carting,IND400072AAB,Mumbai Hub (Maharashtra),IND401104AAA,Mumbai_MiraRd_IP (Maharashtra),2018-09-26 16:44:35.809165,2018-09-26 18:54:08.344176,13.5742,10.0,32.0,UK29NF9548,DRV-017,Orion Pharma,COMPLETED,21532.0
trip-153740084958202826,2018-09-20 02:06:11.523445,Carting,IND245304AAA,Pilkhuwa_HapurRD_D (Uttar Pradesh),IND245101AAA,Hapur_Swargash_D (Uttar Pradesh),2018-09-20 02:06:11.523445,2018-09-20 03:01:58.452963,12.0383,17.0,20.0,DL11SJ8690,DRV-031,Internal,COMPLETED,30954.0
trip-153739532361218054,2018-09-19 22:15:23.612574,FTL,IND842001AAA,Muzaffrpur_Bbganj_I (Bihar),IND848114AAA,DalsinghSarai_Wardno13_D (Bihar),2018-09-19 22:15:23.612574,2018-09-20T01:47:36.999072Z,24.8118,17.0,38.0,HR-49-VN-6344,DRV-011,Internal,COMPLETED,87447.0
trip-153731704953895557,2018-09-19 00:30:49.539176,Carting,IND201007AAA,GZB_Mohan_Nagar_DPC (Uttar Pradesh),IND201001AAA,Ghaziabad_Patel Nagar (Uttar Pradesh),2018-09-19 00:30:49.539176,2018-09-19 01:24:50.423606,10.2567,11.0,19.0,UP13DI3925,DRV-005,Vertex Retail,COMPLETED,13777.0
trip-153713857097643382,2018-09-16 22:56:10.976931,Carting,IND201301AAM,Noida_Sector63_L (Uttar Pradesh),IND000000ACB,Gurgaon_Bilaspur_HB (Haryana),2018-09-16 22:56:10.976931,2018-09-17 04:39:33.730880,19.522,17.0,63.0,UK33BI7211,DRV-051,Internal,COMPLETED,18374.0
trip-153764783961865290,2018-09-22 20:23:59.619031,Carting,IND560099AAB,Bengaluru_Bomsndra_HB (Karnataka),IND560300AAA,Bengaluru_KGAirprt_HB (Karnataka),2018-09-22 20:23:59.619031,2018-09-23 01:04:54.193662,11.8722,12.0,22.0,UP38FZ9486,DRV-024,Internal,COMPLETED,18465.0
trip-153800827701849043,2018-09-27 00:31:17.018741,Carting,IND411014AAA,PNQ Vadgaon Sheri DPC (Maharashtra),IND411043AAA,Pune Balaji Nagar (Maharashtra),2018-09-27 00:31:17.018741,2018-09-27 01:59:50.823163,14.4815,13.0,56.0,HR-14-LS-3426,DRV-015,Shakti Cement,COMPLETED,58789.0
trip-153760102045834619,2018-09-22 07:23:40.458599,Carting,IND201301AAF,Noida_Sec 02_DPC (Uttar Pradesh),IND201304AAA,Noida_Sec-83_DC (Uttar Pradesh),2018-09-22 07:23:40.458599,2018-09-22 08:26:24.861832,11.3424,16.0,30.0,RJ57LG5374,DRV-052,Shakti Cement,COMPLETED,41680.0
trip-153828369054669685,2018-09-30 05:01:30.546943,FTL,IND583101AAA,Bellary_Dc (Karnataka),IND583201AAA,Hospet (Karnataka),2018-09-30 05:01:30.546943,2018-09-30 07:22:58.391484,24.4163,18.0,33.0,UP17GN7381,DRV-055,Apex Chemicals,COMPLETED,23141.0
trip-153757437677233413,2018-09-21 23:59:36.772685,Carting,IND411036AAA,Pune_Mundhawa_L (Maharashtra),IND411033AAA,Pune_Tathawde_H (Maharashtra),2018-09-21 23:59:36.772685,2018-09-22 02:39:03.972075,10.5391,11.0,23.0,PB-22-DV-8062,DRV-012,Vertex Retail,COMPLETED,73575.0
trip-153806112347839191,2018-09-27 15:12:03.478651,FTL,IND302014AAA,Jaipur_Hub (Rajasthan),IND301001AAB,Alwar_Central_I_1 (Rajasthan),2018-09-27 15:12:03.478651,2018-09-27 20:11:51.070131,25.712,23.0,26.0,HR68TS2638,DRV-029,Orion Pharma,COMPLETED,70442.0
trip-153802020615307688,2018-09-27 03:50:06.153455,Carting,IND181152AAB,Jammu_Central_I_1 (Jammu & Kashmir),IND181201AAB,Akhnoor_ThthiCwk_D (Jammu & Kashmir),2018-09-27 03:50:06.153455+05:30,2018-09-27 06:17:11.117875,11.5956,12.0,26.0,HR49VN6344,DRV-012,Apex Chemicals,COMPLETED,40890.0
trip-153807784947404840,2018-09-27 19:50:49.474276,Carting,IND000000ACB,Gurgaon_Bilaspur_HB (Haryana),IND110095AAB,Delhi_Jhilmil_L (Delhi),2018-09-27 19:50:49.474276,2018-09-27 22:32:10.955388,13.4693,16.0,9.0,ch46gn6279,DRV-006,Shakti Cement,COMPLETED,74331.0
trip-153791743872891073,2018-09-25 23:17:18.729143,FTL,IND125050AAA,Fatehabad_SirsaDPP_D (Haryana),IND125051AAA,Ratia_SchdvDPP_D (Haryana),2018-09-26 03:25:33.162344,2018-09-26 04:15:09.080600,23.859,22.0,36.0,UP-38-FZ-9486,DRV-017,Apex Chemicals,COMPLETED,87101.0
trip-153838778680219372,2018-10-01 09:56:26.802492,Carting,IND110014AAA,Delhi_Bhogal (Delhi),IND110024AAA,Delhi_Lajpat_IP (Delhi),2018-10-01 10:40:33.732868,2018-10-01 12:03:31.690526,12.2696,12.0,27.0,rj58am5345,DRV-036,Internal,COMPLETED,45279.0
trip-153690172229411478,2018-09-14 05:08:42.294331,Carting,IND583201AAA,Hospet (Karnataka),IND583227AAA,Gangavathi_PhrmPlza_D (Karnataka),2018-09-14 05:08:42.294331,2018-09-14 06:16:12.845864,14.0793,14.0,27.0,RJ29ZS5978,DRV-002,Shakti Cement,COMPLETED,78490.0
trip-153703797581008299,2018-09-15 18:59:32.969319,Carting,IND560078AAC,BLR_JPNagar_Pc (Karnataka),IND560099AAB,Bengaluru_Bomsndra_HB (Karnataka),2018-09-15 18:59:32.969319,2018-09-15 20:57:17.489388,23.1166,25.0,84.0,UK16VU2612,DRV-057,Internal,COMPLETED,43004.0
trip-153703362758389780,2018-09-15 17:47:07.584229,Carting,IND560060AAB,Bengaluru_Kengeri_IP (Karnataka),IND562132AAA,Bangalore_Nelmngla_H (Karnataka),2018-09-15 17:47:07.584229,2018-09-15 19:27:52.798221,12.4744,16.0,26.0,PB-43-VC-3573,DRV-027,Vertex Retail,COMPLETED,55767.0
trip-153742171405895874,2018-09-20 05:35:14.059399,FTL,IND000000ACB,Gurgaon_Bilaspur_HB (Haryana),IND562132AAA,Bangalore_Nelmngla_H (Karnataka),2018-09-20 05:35:14.059399,2018-09-22 09:08:50.375639,34.3031,42.0,98.0,RJ-43-DD-3546,DRV-047,Internal,COMPLETED,91595.0
trip-153718961178990674,2018-09-17 13:06:51.790154,FTL,IND341303AAA,Didwana_KatlaDPP_D (Rajasthan),IND341306AAA,Sujangarh_LdnunDPP_D (Rajasthan),2018-09-18 08:08:35.655927,2018-09-18 09:14:06.556416,23.2094,16.0,26.0,UP29HF3900,DRV-047,Apex Chemicals,COMPLETED,48966.0
trip-153860996602682925,2018-10-03 23:39:26.027081,Carting,IND500039AAC,Hyderabad_Uppal_I (Telangana),IND501359AAE,Hyderabad_Shamshbd_H (Telangana),2018-10-03 23:39:26.027081,2018-10-04 04:59:02.819206,30.6923,24.0,303.0,HR13HG1333,DRV-019,Orion Pharma,COMPLETED,12737.0
trip-153746611080455623,2018-09-20 17:55:10.804805,FTL,IND713364AAB,Rupnarayanpur_Salanpur_D (West Bengal),IND712311AAA,Kolkata_Dankuni_HB (West Bengal),2018-09-21 05:07:08.700586,2018-09-21 17:03:35.032529,209.5471,149.0,689.0,dl30an8381,DRV-001,Internal,COMPLETED,44126.0
trip-153697579088789222,2018-09-15 01:43:10.888291,FTL,IND562132AAA,Bangalore_Nelmngla_H (Karnataka),IND000000ACB,Gurgaon_Bilaspur_HB (Haryana),2018-09-15 01:43:10.888291,2018-09-17 03:12:17.114292,29.8878,32.0,72.0,DL82ZB6688,DRV-057,Apex Chemicals,COMPLETED,46102.0
trip-153825436115435870,2018-09-29 20:52:41.154604,Carting,IND493118AAC,Bhatpara_TrengaRD_D (Chhattisgarh),IND495334AAB,Mungeli_Panderia_D (Chhattisgarh),2018-09-30 02:19:12.674750,2018-09-30 04:29:02.609560,11.889,10.0,18.0,PB59PM4997,DRV-032,Internal,COMPLETED,60518.0
trip-153771411865137253,2018-09-23 14:48:38.651624,Carting,IND600056AAB,MAA_Poonamallee_HB (Tamil Nadu),IND600110AAA,Chennai_Madhavaram_L (Tamil Nadu),2018-09-23 14:48:38.651624+05:30,2018-09-23 17:38:22.294794,11.1881,14.0,16.0,RJ 43 DD 3546,DRV-042,Internal,COMPLETED,75298.0
trip-153720518293506535,2018-09-17 17:26:17.080209,Carting,IND560060AAB,Bengaluru_Kengeri_IP (Karnataka),IND562132AAA,Bangalore_Nelmngla_H (Karnataka),2018-09-17 17:26:17.080209,2018-09-17 19:12:48.275079,12.2222,16.0,20.0,HR39BZ6168,DRV-018,Apex Chemicals,COMPLETED,66706.0
trip-153731287970886869,2018-09-18 23:21:19.709116,Carting,IND691001AAB,Kollam_Central_H_1 (Kerala),IND691506AAA,Kottarakkara_Amankovl_D (Kerala),2018-09-18 23:21:19.709116,2018-09-19 00:59:53.325857,10.2759,11.0,12.0,UP37RY4295,DRV-010,Internal,COMPLETED,15363.0
trip-153776913379837282,2018-09-24 06:05:33.798669,Carting,IND602024AAA,Chennai_Vepmpttu_DC (Tamil Nadu),IND600116AAB,Chennai_Porur_DPC (Tamil Nadu),2018-09-24 08:06:37.705583,2018-09-24 09:46:21.127557,12.0328,17.0,52.0,HR73CY1771,DRV-055,Vertex Retail,COMPLETED,46052.0
trip-153861104386292051,2018-10-03 23:57:23.863155,Carting,IND121004AAB,FBD_Balabhgarh_DPC (Haryana),IND121004AAA,Faridabad_Blbgarh_DC (Haryana),2018-10-03 23:57:23.863155,2018-10-04 00:57:59.294434,10.4451,7.0,12.0,UP52IC5573,DRV-059,Internal,COMPLETED,34238.0
trip-153749991671472815,2018-09-21 03:18:36.715116,FTL,IND785621AAA,Golaghat_BaruaRd_D (Assam),IND785001AAA,Jorhat_RicMilRd_D (Assam),2018-09-21 17:49:10.810634,2018-09-21 19:41:58.566305,26.5756,19.0,40.0,hr70zz3780,DRV-006,Shakti Cement,COMPLETED,76059.0
trip-153808540375005057,2018-09-27 21:56:43.750307,Carting,IND411036AAA,Pune_Mundhawa_L (Maharashtra),IND411033AAA,Pune_Tathawde_H (Maharashtra),2018-09-27 21:56:43.750307,2018-09-28 04:02:32.075331,11.8676,14.0,22.0,PB53DC7224,DRV-027,Orion Pharma,COMPLETED,14619.0
trip-153750213583294097,2018-09-21 03:55:35.833204,Carting,IND000000AFT,Mumbai_Sanpada_I (Maharashtra),IND410210AAA,Mumbai_Kharghar_D (Maharashtra),2018-09-21 03:55:35.833204,2018-09-21 04:34:10.177078,19.4763,19.0,31.0,CH10YZ3615,DRV-027,Orion Pharma,COMPLETED,94152.0
trip-153844898954466716,2018-10-02 02:56:29.544920,Carting,IND400072AAB,Mumbai Hub (Maharashtra),IND400015AAA,Mumbai_CottonGreen_DPC (Maharashtra),2018-10-02 02:56:29.544920,2018-10-02 04:35:42.483403,11.7708,9.0,26.0,HR53AN9031,DRV-056,Vertex Retail,COMPLETED,75685.0
trip-153713072144788538,2018-09-16 20:45:21.448112,Carting,IND000000ACB,Gurgaon_Bilaspur_HB (Haryana),IND121002AAB,Faridabad_Mthurard_L (Haryana),2018-09-16 20:45:21.448112,2018-09-16 22:55:10.123752,15.1414,12.0,15.0,UK 29 NF 9548,DRV-052,Internal,COMPLETED,39770.0
trip-153794587164020049,2018-09-26 07:11:11.640467,Carting,IND400015AAA,Mumbai_CottonGreen_DPC (Maharashtra),IND400072AAB,Mumbai Hub (Maharashtra),2018-09-26 07:11:11.640467,2018-09-26 09:37:11.593567,11.2171,12.0,48.0,RJ45BB5786,DRV-001,Vertex Retail,COMPLETED,43147.0
trip-153712537160418294,2018-09-16 19:16:11.604440,Carting,IND421302AAG,Bhiwandi_Mankoli_HB (Maharashtra),IND400102AAC,Mumbai_Jogshwri_I (Maharashtra),2018-09-16 19:16:11.604440,2018-09-16 22:56:08.755747,28.45,24.0,46.0,UP40IM3144,DRV-021,Internal,COMPLETED,43306.0
trip-153695899136297046,2018-09-14 21:03:11.363207,Carting,IND560099AAB,Bengaluru_Bomsndra_HB (Karnataka),IND560060AAB,Bengaluru_Kengeri_IP (Karnataka),2018-09-14 21:03:11.363207,2018-09-14 22:48:36.271546,13.3774,13.0,20.0,RJ43DD3546,DRV-060,Orion Pharma,COMPLETED,37097.0
trip-153695110077874423,2018-09-14 18:51:40.779000,FTL,IND131028AAB,Sonipat_Kundli_H (Haryana),IND136118AAA,Kurukshetra_DC (Haryana),2018-09-14 18:51:40.779000,2018-09-15 01:52:22.661224,24.8559,19.0,30.0,CH46GN6279,DRV-017,Internal,COMPLETED,90370.0
trip-153707765754505152,2018-09-16 06:00:57.545326,FTL,IND411033AAA,Pune_Tathawde_H (Maharashtra),IND416012AAA,Kolhapur_Shivaji_I (Maharashtra),2018-09-16 06:00:57.545326,2018-09-16 16:31:17.536327,26.4508,19.0,42.0,CH46GN6279,DRV-056,Internal,COMPLETED,47290.0
trip-153860376019226863,2018-10-03 21:56:00.192506,Carting,IND641011AAA,Cjb_West_Dc (Tamil Nadu),IND641062AAD,Coimbatore_Karayam_H (Tamil Nadu),2018-10-04 03:03:33.902691,2018-10-04 06:05:54.835149,15.4702,16.0,18.0,UK-69-NX-5397,DRV-028,Internal,COMPLETED,9082.0
trip-153770356022403780,2018-09-23 11:52:40.224293,Carting,IND700065AAA,CCU_Beliaghata_DPC (West Bengal),IND712311AAA,Kolkata_Dankuni_HB (West Bengal),2018-09-23 11:52:40.224293,2018-09-23 16:08:22.373574,12.4178,9.0,20.0,HR68TS2638,DRV-036,Apex Chemicals,COMPLETED,91004.0
trip-153816778954903006,2018-09-28 20:49:49.549248,FTL,IND515004AAA,Anantapur_KamaStrt_I (Andhra Pradesh),IND515401AAB,Gooty_StatonRd_D (Andhra Pradesh),2018-09-28 20:49:49.549248,2018-09-29 00:00:19.592516,23.3958,17.0,27.0,UK-33-BI-7211,DRV-003,Orion Pharma,COMPLETED,89595.0
trip-153765125515822367,2018-09-22 21:20:55.158539,FTL,IND854326AAB,Purnia_Central_H_2 (Bihar),IND854105AAB,Katihar_Central_D_2 (Bihar),2018-09-22 21:20:55.158539,2018-09-23 00:59:57.350113,26.3668,18.0,35.0,ch71dc7565,DRV-002,Orion Pharma,COMPLETED,46461.0
trip-153801395054014505,2018-09-27 02:05:50.540404,FTL,IND000000ACB,Gurgaon_Bilaspur_HB (Haryana),IND462022AAA,Bhopal_Trnsport_H (Madhya Pradesh),2018-09-27 02:05:50.540404,2018-09-27 22:34:02.913220,33.094800000000006,27.0,40.0,PB-74-TA-4257,DRV-044,Apex Chemicals,COMPLETED,64725.0
trip-153689213938730794,2018-09-14 02:28:59.387547,Carting,IND110037AAM,Delhi_Airport_H (Delhi),IND201301AAF,Noida_Sec 02_DPC (Uttar Pradesh),2018-09-14 02:28:59.387547,2018-09-14 06:14:45.124467,16.3971,18.0,26.0,CH-67-HY-8613,DRV-026,Internal,COMPLETED,87989.0
